"name","fold","tstat","pvalue","anova","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","wt:0","2157:0","wt:3","2157:3","wt:6","2157:6","wt:12","2157:12","wt:24","2157:24","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48"
"M485T376",1.85514665958747,2.63235687839549,0.0433110731355635,1.29959605226936e-06,485.003036032217,484.982933161578,485.046439041321,376.336238397816,373.587657273963,378.816913050245,21,5,0,3,1,5,3,0,0,2,2,32290.3190887459,24084.6545104122,21973.5138713797,24708.9869321227,41736.9562188928,25106.8836538067,75422.685682739,48746.9111719831,59646.3222803682,81240.2013029885,3705.56587339368,3254.82058011314,2273.62473193251,2045.18416005455,1997.00262197693,1584.96418304065,837.812917522329,4382.4274817608,0,32413.530176178,3057.73985087095,8822.66245269033,15596.5935763831,6160.95050211034,9024.31984515179,6527.5637748992,33371.3317146741,57491.9361454082,63866.929624985,62160.0147848355,19158.1626800526,14105.9711585828,24789.7399980315,16726.6262106698,47527.9412881007,42573.647863431,36606.1587596005,58898.3755408333,28527.9330925384,19150.6981950682,23455.4003155869,22266.0490714785,55721.3338232182,31189.8011435022,63764.7088259734,34327.510450078,67226.7742180109,72106.1096568803
"M209T908",1.44707883853392,2.56529434877454,0.0435821500239584,0.225016605580507,209.153786969471,209.152905479762,209.15769170766,907.7619124401,854.093283969672,909.113723024846,47,5,5,5,3,5,5,5,4,4,5,25247.4283942704,23196.3873304551,35187.9111817558,32544.1361834037,31815.3386667376,35218.2427632355,26432.477905038,22370.8789639462,34476.8404633187,44397.2958334851,49814.7755794437,50448.4292945421,42164.2183784509,45226.5030136657,40368.3975563465,52488.45000443,30290.6974542219,37596.9813502933,21685.812889195,26247.6525744553,47482.5821709655,9585.66950734727,35660.4614419269,35995.6337282048,40825.1607548346,75121.1655662205,34038.5231038706,27643.8616776728,55091.234657706,43300.4529202773,48459.5978427458,15548.0892368743,22005.3526411036,44564.7235528384,36848.515103835,16540.178764225,25805.7469614607,43406.6165107391,35620.1210835148,44752.1013092156,24436.5328022295,49563.0813628156,24831.2586143956,60503.7884676079,41824.6777047225,41031.5070453985,34989.959949948,35805.0031835347
"M411T169",2.25345632118472,-2.67462147543617,0.0436858772326403,0.000648305204416071,411.021419626926,411.01906628842,411.022869654392,169.370862536522,169.172222069315,170.32319185615,5,1,0,1,0,0,3,0,0,0,0,29083.0929898474,26256.3260333049,18318.2386356994,27809.6836376884,6475.43864422526,22427.4713021041,13553.8004251718,26375.8031202194,23049.7566064664,43035.9038308521,15270.392869466,16885.4834382407,8712.22350522466,12138.3409277426,4104.90212197023,12463.3266591754,6918.66734610276,19214.8737225088,6546.7482753536,16026.9645458368,10980.9114426253,7687.3963143322,11860.1580987413,14944.4188758423,4222.52853718979,14616.7659364938,4754.2964355309,22745.7506905064,16043.188909577,22820.4233845479,12594.8267652774,13029.3283594,10028.1322805802,13637.7482048676,4826.88892338476,3972.01303015554,12302.1903485386,10286.8450271727,9727.05056884166,9436.30015850028,6019.11281464775,10232.7088822097,1406.7122119169,5863.03315961868,7976.65658302172,12433.1120057266,7665.84612975397,13962.3382319698
"M409T169",2.39237841773827,-2.75357986938672,0.0437266653586583,0.000101915068793989,409.023035480363,409.019336194472,409.074319602193,168.929155632968,163.561321830362,174.041975731862,40,5,4,4,2,5,5,4,3,4,4,127170.870278308,129884.896888676,86311.9356001653,141389.427196896,27807.3923755903,128804.785869916,57461.2635053962,120409.517199673,184160.35887677,215450.493499558,75502.4629838438,79604.3173712301,43203.354621419,60204.8664971924,19660.9049625243,68877.4704732171,30656.6980205316,89946.9864370706,28084.7599221261,69074.6749312839,56056.6156767955,33783.5332686159,47687.3008889696,68860.9376918763,23911.0081759781,63507.9215133799,22771.7901629126,100721.974945984,90124.778041582,125961.257802828,54856.0032031839,66342.1108082756,42072.5854868258,68593.7395354052,25126.6129105073,21358.7402109631,52961.1305153122,47319.266967392,37921.6832189178,42999.4906908153,26430.9730494153,43208.1427563781,11556.1611053742,30510.8144017887,32211.0523911013,51801.2193460995,39054.3974336685,60671.4490122662
"M535T426",2.18342644198559,2.67703760310245,0.0437517411533737,0.0891790064252163,535.081679334263,535.060253207544,535.150522483878,425.565108578563,424.809510428669,428.593811643109,15,0,1,2,1,3,0,0,2,4,2,11242.5631751483,10614.2611694537,10096.0489427929,15492.2495326325,5506.5242278681,17005.5416284129,8208.47494554936,9880.6206224476,9353.75686911301,19990.8962208688,11374.9517584327,12521.8601076419,14779.7607841675,11990.4867315591,7133.93214939742,18345.1650247492,8108.87952251801,19209.2219477554,5958.89939499687,11158.4529958456,17350.6105372928,7572.89083545021,23313.8493970276,14295.4432118228,9971.34380005052,19711.9669871272,9662.34124501494,10542.0655407393,13750.2329710937,35212.9268336562,19888.7070713035,30383.6759549418,22895.8243830597,23957.9937670563,15331.4066484967,6659.79270616059,10757.0272645052,27483.4150657652,12544.1028943367,14315.4399751066,20395.4831615687,28249.5009232242,8337.97497772564,34625.5836572266,14698.301261246,20064.1686706867,13755.414104438,32472.5586174658
"M135T474",3.32703575375698,-2.8461758544097,0.0442436580463164,0.0259085096852964,135.07605792485,135.070856025218,135.112246736684,473.780746226816,471.518754060077,507.354521342099,50,5,5,5,3,5,5,5,5,5,5,526334.145511876,138529.683853329,239208.815044798,342458.964974986,179906.996461315,273835.820711421,947829.146086532,357399.176339468,84858.4372640907,72368.158731452,466867.916497381,293343.850627129,218379.176513876,102290.949423798,175293.296275013,278250.999399015,116775.764105805,75609.0642033465,72276.9483182193,174116.810895247,208707.903892259,527082.052329471,965624.989933235,545800.371003224,115910.241673545,261110.876040797,412575.742921914,83840.7850137191,87566.4647383215,204544.921425641,279927.333534305,655699.265142329,206537.186820759,833944.188560629,300013.775596914,315328.331044641,459557.040647089,287224.599165391,69757.0125210879,58594.4891533397,83585.8165098593,80786.7667696649,36340.0610974746,123097.356094371,64487.5943505265,68738.6370085145,82507.1928004541,89910.8117880989
"M498T816",2.03199488490212,2.39779352284087,0.044309268498443,0.032679869425609,498.341500326086,498.339203319847,498.343956895803,816.283963663722,815.270628401028,817.343034923322,7,3,2,1,0,1,0,0,0,0,0,12215.7511374011,12332.5797629649,5079.79513788913,6652.26600842338,1595.61962789073,21307.6120275321,1258.44196930123,1421.37715625476,14723.0223206435,28586.613318965,5844.35309510657,5415.62627523712,1778.65377339531,3079.61836591716,1629.45576232669,24471.1939107065,3060.78015239634,17946.3418016835,480.209216601419,185.548849338903,3711.42690494807,341.343307211474,317.100601700397,4467.39535981067,2896.38937891636,24704.4410936216,2056.8525401045,1091.12901287753,6655.22950957858,11954.2535228686,8308.5152667298,474.59220579027,891.761059422696,9788.63400530851,1697.27876421538,897.246447660186,339.983298274629,4332.82201759361,3231.9752862302,4138.76954986739,183.863511022484,4109.21611969282,372.528515088531,24377.6914406642,13607.3523128612,9636.29605300655,12735.1279651599,16607.3942115256
"M501T884",2.71617599586851,-2.8673390529428,0.0446424884498464,2.95207506245834e-07,501.085815130178,501.083866669032,501.086691036316,883.681221319348,883.181823007286,887.139792700966,6,0,0,0,0,1,5,0,0,0,0,72061.0940924567,51357.2270719073,33787.0748388127,27374.1637214284,22503.165916188,18344.9171331946,16305.7233162425,14591.4078306157,14338.0223502416,13188.4798617587,13132.6703995808,12552.7892775376,11905.0625280486,11908.8242626973,11216.4533559639,12863.0890170047,10720.7181880604,12320.8113646364,10550.3339299853,10729.7240661609,10838.6275568905,11788.9385978078,11749.7304814255,12041.2386411091,11763.6765401431,13505.4515773346,10675.2414834909,10092.2684914052,11039.8834225792,10944.2941823666,12272.2707059284,13016.5608284332,12927.3670532273,14140.6398570489,12023.1770018995,11954.0221845296,11794.8949188285,13255.954477806,13565.9080474014,14498.3084547097,12332.5468458923,15228.2378982704,13069.3443192705,18187.3403845285,14031.4307769703,13105.4877743113,15473.7790935533,15442.5023317104
"M814T554",1.3804680688732,2.36614382897161,0.0461917392155096,0.0590708762228932,813.764419142705,813.749631980511,813.816248939468,554.056547766427,546.611454691281,563.672540250914,44,5,4,5,2,4,5,5,4,5,5,169873.627092881,204343.838508116,221064.45398877,222427.738233494,118405.219322847,361045.467256681,166026.554790226,227823.913067206,343324.502953916,274504.93488092,227322.896784649,186750.628797061,169275.707091346,159300.531932432,119207.344982279,347171.213255315,161818.810122253,190614.193855224,129485.625149486,99733.673488095,202298.782370514,104390.165743563,199527.802573459,164846.315191102,136264.070699316,326512.161887536,104656.404975342,144228.640199521,253863.658710022,215799.522715305,249304.880149747,120434.248977856,187094.473409309,192159.881218529,123227.997533186,76573.1758843894,109246.803672822,204182.632447261,184681.278304555,177687.988699116,249029.283572505,217452.811642502,108192.378836482,313605.736617158,232959.936110752,216360.918382844,314023.298407004,215326.807179606
"M612T280",1.69506587800389,2.39860775567822,0.0462211112173574,0.340315332153444,612.284354462815,612.210991211752,612.299625821432,279.790227776428,252.689715331337,289.872728020529,20,4,1,2,0,5,2,0,1,2,2,13578.9666077159,20058.7482791901,22130.1005081047,17089.7171154323,6775.55479707527,42512.1518696535,10790.4640518501,19622.4726803734,34970.8641204582,23413.6990408404,16476.6456490267,16498.0017996209,17802.301510598,14061.0596211414,8186.81424189991,51642.1225614162,13327.2574840495,17661.7523675965,7620.14770072964,12091.4586202936,17098.3337953725,5755.73359901746,27494.166040034,15687.9471627636,11917.8366068416,44901.4271347664,7067.77440739153,11741.3990874498,17579.8801245099,23880.145986176,23736.8818976986,13920.0992482625,19958.9054837214,22538.9375493672,10304.3198272412,4876.15694060824,9246.32635620618,15523.9470753681,9370.96767025421,14284.3735113134,28876.884440058,20651.634538166,6080.41911096151,40982.2345339618,19910.6893120956,22717.4107183938,28164.8760689811,23208.1184216468
"M936T558",1.30535138509291,2.35243827426282,0.0465944440947066,0.0268048306615442,935.71156293033,935.700130303845,935.72466229602,558.299766321208,549.528375317771,565.119636042861,48,5,5,5,3,5,5,5,5,5,5,3565384.70643643,4097454.43901633,4466394.09840009,4057712.85599167,2443596.45142691,6265791.78352475,3446706.65007842,4141172.13280973,6059609.90218439,4760868.75786509,4182362.62762358,3440473.20979411,3178495.95775225,3078434.70781271,2412898.99761541,5738526.15191825,3154564.55804444,3586790.86971654,2959745.13478547,2283828.31390135,3999963.39142969,2073467.1084423,3956926.06332519,3285046.31430892,2865186.02076349,4976821.01213161,2770392.72723069,3054429.28677657,4809239.53449269,4356159.59869411,4645353.92512463,3060131.32763879,3554693.2407924,3584682.13625998,2353804.25139353,1962285.25229627,2277615.40163366,4061324.07656612,3612003.5987255,3492480.39131756,4673587.15080098,3892285.67667469,2301304.94125184,5729128.52346094,4328302.25393725,4651815.61786614,5554925.27773709,4055232.85133303
"M949T541",3.88565306116154,-2.77701658876059,0.0469333771162508,0.0142628889165691,949.379083126221,949.339722055726,949.451360513722,541.435265252322,535.225148849101,555.68537062637,19,4,1,1,1,1,4,0,3,1,3,366935.605422966,280431.81319274,242603.731157261,189274.005036468,19052.4603588771,531721.888299409,31089.2925742577,80982.8407958652,320031.924038102,125181.897968505,76752.5418177448,40965.7498812851,36028.8080683922,31821.4460107814,26134.8793853166,305046.539091807,23781.0038320171,31238.4876608606,15749.1919079091,12436.1612219003,49213.1577872543,18054.7710030497,97005.7697391218,97978.9696417827,66152.1143945951,135466.746180126,22756.9900095751,24841.2262208238,36016.6246619174,42760.7435396086,58674.7531390939,45644.3856223357,47665.3278661563,98717.7103721663,30111.95954642,10234.0394232035,13267.0768315986,65909.1647821446,35782.3888508194,70652.3636708248,98605.2735823496,87647.9896284941,14890.6794401935,67682.0575738004,89917.2081902623,41442.1068298065,46089.1491790553,37524.0533733178
"M342T138",1.83281586202099,-2.39979042211089,0.0470392176257772,0.21293321430464,342.030592563681,342.027284375947,342.138414523917,137.981693895667,135.443100035417,163.903484178658,10,1,0,0,0,0,2,2,1,3,1,46619.1584087302,40841.2971514666,25581.8632234916,43742.4679443054,18702.7901872472,26540.5258687967,15244.4442292402,3697.6606147269,37570.9577887579,26989.9154385289,117591.663915625,30249.8463132439,104337.568212284,25934.8022284071,11983.7867505059,19501.8416982845,11735.485669575,15819.7385543067,16754.1252769517,11487.8294168297,29331.6741901398,14318.5036686311,35651.51700631,19502.9440800018,11347.1654269934,39962.1163712863,7194.15645037754,10926.9132327985,26589.1383535383,23572.2302917653,29214.3488524773,38114.4435273858,42363.75067153,50729.964691997,16735.343105432,11804.5864705576,18871.2401038619,29160.2605279849,21322.3267468525,16206.5566543856,124112.713454896,26877.137116002,6395.12152455468,28950.7805962099,13827.643871684,7989.97634842076,20016.4450051175,24962.6760936917
"M1099T546_2",1.29405777002925,2.33655535576121,0.0476930116715666,0.294638162418625,1098.94109816093,1098.9305540118,1098.95730711473,546.027257658084,543.525195530308,549.126834481309,5,0,3,1,0,0,0,1,0,0,0,195724.766924068,166493.129767029,227623.686705457,234154.837046489,143181.832227358,206616.718779637,200029.134517556,263981.26531642,154077.704729372,253367.169704387,250546.535063946,224409.091767554,271013.531888867,272541.147348372,197752.720272941,238653.895343655,247138.836111692,236483.212980773,220282.792496165,222890.913259341,299385.569482111,145735.453136972,301734.286802745,267589.661941793,162514.896081257,259221.527533639,218528.264939135,176631.892031838,258020.838081465,255189.259481639,296763.506798966,168053.377998326,243462.151453066,217524.85700436,115466.780651566,127941.524035835,143752.30121236,242205.205478574,193630.739752977,176433.005860554,256224.569002362,204687.759309137,99705.7734046622,307106.038449904,214432.31805075,222930.026528096,269137.706187163,237978.443655533
"M281T515",1.75125249096527,2.34386998507303,0.0480881863802707,0.0238946799650554,281.145800850191,281.139139766305,281.177096331112,515.098340708821,511.169869604641,518.253751995089,36,4,4,4,3,5,3,0,3,5,5,1131740.86591503,741894.261791163,516907.092277585,799174.970897289,280314.579533778,916705.651751389,331638.816004088,406135.703763386,953637.19231964,882220.109899346,733830.783536884,615262.672529161,551355.637309274,620366.196750602,371323.647573454,581604.924730001,41414.7640199023,56986.9199700168,33032.3907728076,295168.510747619,816054.843216591,194996.442787051,1009872.89894191,580466.961561145,487033.401049489,1344283.5287219,211650.261867168,523428.17615816,846307.544033165,1285362.82897383,1025127.42345102,790327.5970445,1166516.50931746,1830570.76853452,60532.4139526326,237909.826664012,540019.94420539,929595.168399937,854856.553699549,767527.297863349,724531.578505835,1616188.08925219,463349.050140528,1588825.02394235,958921.094491082,812371.67494323,1063789.34290914,1652994.64538182
"M440T330",1.64910752887832,2.34363444457923,0.0481035821388376,0.0944635015639004,440.214719057385,440.053257724199,440.283437215085,329.868946746211,306.792228313806,388.845842030859,73,5,4,5,3,5,5,5,5,5,5,198021.469356271,139316.862767155,129277.124226301,34806.2999622876,116007.289560698,262270.822504425,99009.7751272144,79398.4006885865,234769.700167602,196554.798263652,291620.13686798,162648.970193537,151865.839440505,166925.945133763,107984.65519388,118930.625447165,33173.3069307279,120830.739694478,38292.5655515721,16207.5945349708,174935.870463867,37785.1160254702,229045.675194254,54846.7107478685,35927.1249853827,252214.473342142,42747.464907722,81968.2910617779,164116.767188909,189468.983528287,221874.571535673,175046.454489905,207615.409719425,194242.208438416,27772.5023544001,28414.4257316801,25324.701273791,136502.661433502,172853.323493689,48148.0777893253,46923.2853951993,260167.215116123,47537.7063909147,287665.481198877,186241.922710799,159468.224853116,198285.293810695,186545.965523361
"M1014T537",8.30909761660656,-2.80392534555963,0.0482428630346434,0.00213371276886307,1013.72450339949,1013.66703210521,1013.74535462977,537.382734371992,533.278522568215,538.815686240834,7,2,1,0,0,0,4,0,0,0,0,132018.616841467,84472.3693320241,57011.6659374689,52072.0619324309,5692.56827342728,135355.595474809,8937.77818471853,12534.6482332382,105277.730777967,30735.0397097734,12215.9294188521,9413.12002936795,6537.97745811924,3887.35703690768,2943.20981531256,83005.9975128683,5551.95270168297,5446.1623773409,1549.42166145426,1359.0407321032,7140.35735061439,846.019768845518,3901.49012298833,4044.54694865297,4104.99421282279,36633.5638550519,3459.21913036332,1949.02944788589,6573.31661381768,5025.98167653802,8977.82735750868,5104.95900897454,4786.72559561528,5372.87780022049,2640.25482354313,351.534906201851,291.006397226946,4076.15844721885,4690.46687468232,3449.25932158554,9204.42970982022,7702.02688991969,372.835385159686,11927.33487111,6202.34942682711,5228.99446915993,9440.7575426689,7068.58517727829
"M154T334",2.41137660455087,2.51940934013647,0.0485545679624175,0.0366827524084941,154.042745187184,154.040358339658,154.051825302615,333.911172154015,333.493613645989,334.653425229662,6,3,0,1,1,0,0,0,0,1,0,5114.99685054211,15137.7248230419,7330.49725599492,12975.4873366608,5021.42661231538,48411.1009258947,9529.95572179006,15727.2139756235,41508.6341035082,52134.9004120188,11622.4068250681,15987.0746594213,9499.3610611371,26090.447557126,7467.75381622949,7087.19325844778,13375.7200846877,16448.4882817865,10838.7036110467,6579.90764056922,24330.4240161839,21086.0100666849,40008.1424658456,10894.1295086365,15146.4710881866,70875.8673001982,4621.36414466729,10526.0935584751,17560.706781338,24353.741280577,123741.185370597,50059.1466224692,43770.5675655288,24821.4151306193,18534.9929283263,11055.6350774452,13062.2118246236,48471.6820132655,14056.0346337747,12974.1398940112,23397.7533916051,8657.41674679322,4727.47872992262,37640.3542935777,9932.77328866925,15767.7231796315,24307.5309690732,22262.4843247158
"M364T455",1.31156253219568,-2.54170626999793,0.0491985118229517,0.00476585003467702,364.169719614291,364.167545657628,364.170082088719,454.9120239475,454.098809853729,455.800291511563,4,0,0,0,0,0,4,0,0,0,0,74566.6524783095,68124.5403392399,65075.5048294763,72419.588115871,43287.2287187292,80075.8804902359,42921.2252515277,39602.1305153272,74754.0835631942,62842.7954879878,66407.8136540035,58146.7580441121,55280.1091234041,60465.3406803614,42992.5829189132,36666.4596231815,31002.4976263457,41537.0330712244,19206.261632139,26487.2426134391,69935.9276154482,25709.9120485868,67065.0420699025,54973.276975186,48095.3969407416,66389.0360701973,33499.9073245708,40387.2964672802,53535.563410123,59481.9367652293,54339.6817596903,46462.2698912337,58458.4025783418,72737.6720614652,39114.2115004114,17651.0803974369,30738.2129767337,46479.9601420969,45565.8678217089,43324.1492341629,51448.9830133819,63042.4721951604,35886.9608727375,50375.1465757852,52167.3500412307,43054.3961323886,45393.03159865,55642.2464719678
"M631T396",2.32352113575234,-2.75715319251436,0.0495707416666717,6.05836855085761e-06,631.204173432028,631.176324895835,631.229547138605,396.491976335764,373.518056182285,397.296075376397,21,3,0,3,2,3,4,3,3,0,0,135648.871527377,97313.9810683702,91496.4048244086,101241.280175131,22806.112350131,88522.1995542341,25707.9426397568,30670.4774688101,77841.4427503514,72685.554675976,27188.050369811,26845.8276489397,25235.5896347971,9628.54212960901,14280.6239232441,8704.7300311774,5721.50129149373,12221.2249744262,3441.46421603451,17434.9880454828,29150.5243273375,8161.60748491917,70875.4755303129,25270.2838587147,20258.7833178332,26399.3321337879,10902.4740426949,41988.4644186947,41139.7118832066,32037.8026675379,26360.8311315307,20895.2132298216,34916.7737766593,23849.6156538247,16390.4814092316,12963.740412147,33596.6691707834,42322.4531370511,27617.0635908168,22473.5355157141,22995.6184339769,17727.5722099233,20332.372528106,31829.7611094361,35545.5892152564,42260.6792136188,42178.7699050881,41214.0665497625
"M1055T553",3.08493006256994,-2.77677328091178,0.04971470783414,0.00621180403898101,1054.74932029364,1054.65711953838,1054.77425628489,552.528868119248,535.225148849101,556.475945559668,22,4,1,3,1,0,4,1,4,3,1,989103.624449574,699489.247256131,588044.598717252,486679.856623108,127555.178700888,1143639.9925655,153345.27567549,174285.269491267,755223.844016489,328076.542890788,219794.859642224,205331.053143954,199111.78673457,175661.161590667,156959.460405246,671546.624162316,123361.276226725,150145.243853652,75421.5001754077,106679.271939107,202397.210601465,120670.519711023,220872.498467047,216648.644364776,173163.989748027,345171.174789749,135139.685759149,144474.452975979,160908.427120663,197593.764198959,219496.603941717,190572.404493163,191654.039660859,208515.933114699,115238.514131339,64779.8107752936,55907.5925104021,176179.478555715,167028.497431042,144495.669002265,231703.013382314,168890.395433279,81323.2265039869,208919.497982705,196866.590245421,178746.401068688,170068.263906207,182494.236671295
"M372T123",1.33957493542784,-2.34085454540598,0.0497981210759215,1.02275392733409e-05,372.08071679005,372.072953439749,372.083169144684,122.678347869264,119.5859087255,124.688701463126,33,2,5,2,3,2,5,5,3,1,5,171586.315802474,128150.179766346,146589.672110263,155266.470092766,119373.234864602,124605.250783954,148443.585770302,123610.518763853,116712.752197822,88857.4729255738,118113.812257552,118408.795715818,110052.628592466,125964.701078332,134368.043983404,117831.239327604,117486.549029489,103645.511246563,101622.274507129,94747.5669612049,84706.1925507317,68996.2726829513,93870.9604691109,87059.2453443433,121210.977729057,91394.8179818607,97748.3407756661,88840.3472619657,96230.6125490512,75250.9969982362,65291.8790591363,91690.5581565672,81846.0991930697,97404.0052800424,99801.1846651848,67657.223394846,82129.6840734142,114259.755247345,134351.099326544,127106.535698945,128124.549714482,154734.64787416,142339.26908207,156363.229927214,105892.071292517,89371.371300936,92367.95877616,94210.3272829509
"M1011T535",13.0039308346626,-2.77279813920503,0.0501602198620117,0.000765884735919718,1011.175543935,1011.16156831933,1011.22269227258,535.378857266312,532.772087762108,537.159373312355,6,2,1,0,0,0,3,0,0,0,0,128969.776491806,93050.067754208,67446.2948695613,36922.1853135477,2435.92055531829,96005.0270465678,4426.43121355287,9484.37834827512,85674.6022550729,24894.5762624126,7107.7447109257,5247.51574572076,5690.18327298708,4508.50911687577,1388.4207420215,64284.9816534017,3009.30257464131,5072.87120257868,2036.23414323289,0,8749.50602421036,0,3322.58328898661,3634.06722976645,1140.33226334211,29553.9796138137,1258.36973418617,146.573873049291,4604.4276860695,4265.13379716366,8642.02054171317,3233.932084464,2475.37877077919,6814.85716234121,915.309982811242,0,158.68038470049,2757.6146881762,1557.06950259886,1742.18703955231,5406.46379978141,4065.12159267937,0,6011.39371625502,4749.78036323549,4220.05253759363,5683.57966639185,4621.720472568
"M1132T536",7.59026392725168,-2.75813660069805,0.0501681366187845,0.000513232392833963,1131.98273723641,1131.94855280486,1132.03937014476,536.03174502217,532.631347954837,538.815686240834,6,2,1,0,0,0,3,0,0,0,0,143461.272599581,93272.2063502308,48596.4442353645,78382.5671050353,4585.36890452127,116272.800056867,11048.4836179677,17995.9094550628,101136.495882947,38799.9841644378,20950.6337308677,6475.93319730879,7506.5970551009,5618.37563767467,1829.03886789986,73683.2809400204,5103.85337305157,6876.50730778925,1622.26655484227,2223.341084844,6786.23991895786,944.054119836131,7245.22288789536,6687.30173388458,3438.7155800933,42422.0636017895,1448.69253932916,2324.12154855388,6828.32713114942,7608.332878416,11283.9317830349,6868.96799703682,5420.97496066495,11712.8534989963,3523.16668192371,0,0,3351.33738204875,4082.80712276697,4531.68544346279,9466.53409827449,4645.28055077973,0,17342.7666420564,6812.09896419098,8291.83803247338,8569.85012280675,7505.85108824533
"M448T494",2.0198942071889,-2.45456629556019,0.0504456654206373,0.00341423926586664,448.088839027662,448.083016719481,448.092791140532,494.386227149133,493.991133525944,496.232959864583,11,0,0,1,0,1,5,1,1,1,1,101005.687513879,50170.0554305724,55357.3503414541,95316.360211522,38989.6142589771,31025.6876810618,25016.2966980738,25390.5876048127,40368.1882912365,38963.3449894498,57301.681816789,43817.9431952899,35714.0565992148,37348.0672865883,21612.0577845722,9255.10239933699,6105.80630025649,20438.8030314511,2762.35860389642,17710.7495204309,26356.9922381491,8300.36366719589,44857.0571700019,33020.6610100453,13154.8314701845,22087.2194513336,10575.1503814984,42465.3506572368,29502.4905505604,35871.3478617743,13799.0726379714,20224.5566772854,27502.5306443824,69081.925292287,9410.09037049005,3152.37220833757,26562.218923845,14100.3833472201,26506.0420471583,20186.8050289353,21104.7055421314,88751.5173686108,22094.3314960831,14229.2461539991,46082.2234327945,36483.8581266705,25308.7015709857,46637.0198969098
"M315T440",1.23361110786584,2.32428533821848,0.0505172821055706,0.116700214574796,315.136267459544,315.133660036687,315.141656320011,440.030785018282,439.400295932661,496.630192887694,37,4,3,4,3,4,2,4,4,3,4,122422.633215289,134086.360966022,101472.756496456,146899.656617165,96468.3177051444,116603.095138509,356815.537123723,112333.019507778,131712.003293535,165872.658698589,141236.868280038,192676.631972681,112437.878306137,141208.243799557,120470.54260224,116488.737423413,74674.7238921502,101152.365195343,48210.0712006559,76542.4825137969,141802.294962979,302447.95032526,470988.953309491,139694.655001934,112636.247873989,162224.758293849,91031.3962547804,132039.40942176,167369.216665172,175915.711061107,125764.644766371,360538.763733355,153487.662707027,243549.349025919,102409.815760897,105926.834435852,111392.524728543,154906.165628837,148041.545441816,137748.8222444,110256.958684128,144097.925843491,104260.605617881,144319.914956597,133981.417695114,134223.833157173,156164.263086901,173142.271576375
"M278T641",1.98445652235722,2.2989971359073,0.0505676058706983,0.0885547910265845,278.135094635498,278.133537255363,278.136227532565,640.97392625058,626.007387093813,644.50287601203,22,4,2,4,1,4,2,0,2,2,1,126869.68300055,33954.6447436902,154854.212806283,77834.9839992906,26928.0867341555,278356.352292871,75074.2481638843,134237.275283759,194458.013657465,160312.125699379,116872.048251991,60447.6868615465,105553.356240701,50435.0421528943,27101.513308486,251061.808709027,61870.4590466674,114021.323330847,52261.2503576271,68135.2244584395,144209.081014081,22561.5550113222,152850.899930756,59000.3294005039,48394.4856068654,294021.455062156,77378.1065514752,92583.2454263759,157995.756198417,196973.330137542,173096.778309501,93632.1946059534,160376.09034335,108540.871501117,47045.3870100003,32980.7179832685,45678.516010089,143002.646799476,92649.0265167957,73401.020841807,154456.351243388,86158.6224658404,30551.8853085122,264110.896629229,110976.39736713,154583.631444886,160081.194527398,144595.977814208
"M185T214",2.55178650049553,2.67142193182502,0.0505802277929264,0.0489057859947663,185.124916277804,185.121139091082,185.126916190459,214.219997818409,205.202412636881,216.23670036622,48,5,5,5,3,5,5,5,5,5,5,221154.119158924,234504.847448937,299556.633491242,227324.066449951,125857.603397488,1008822.37837378,192340.832144513,431198.953539307,612604.455595287,433136.512517931,190540.233092295,201141.012588905,208346.483657956,156556.664043892,122682.954754028,1007452.17320997,150873.795758502,282245.29034577,165774.295049303,273768.594476264,229981.537202824,103581.579842451,329306.58995881,188221.990266229,159338.504023542,911360.001377348,110025.959975227,338561.377520142,366582.470518403,407379.438585897,287290.322768215,250722.079856798,385186.392073713,306224.102696698,147629.460878752,114643.084797516,303140.105901353,471810.485423287,186250.311128243,193018.934338068,379377.695647319,250710.859442688,118955.665773576,1025813.24029699,289996.464983554,571703.735467604,542167.275088624,398712.474798914
"M383T963",2.43512440679425,-2.76212457573894,0.0506673059522655,6.1335010448471e-06,383.312478131315,383.309216639132,383.31349741757,962.68741402324,961.40943613772,963.505282507505,29,4,1,3,3,4,5,1,1,2,5,122875.52356788,72097.63450999,55369.5036618549,47457.473332949,43096.017096405,39664.8085957865,34190.5044968579,33793.7926336422,32892.0666753149,31716.996527206,31459.0284355528,31662.2886063867,28718.9420348769,27269.021483421,27303.7252248267,26518.425489313,27195.5558361517,27799.4539628826,26453.2710557044,26524.3929216065,27872.3446557733,26761.2825590234,26499.1052071458,27273.8436154785,27726.5709962113,27670.0216737141,28925.3607911269,26892.1544890745,26938.288533894,26553.9618095776,28576.27095766,29608.3404426263,26776.9308139516,27713.7457044712,26250.1163205155,27645.0209110696,28538.0461595484,28160.7307771001,28544.9490050684,28347.5217608174,28947.4942795232,27257.2243849983,28171.2060200645,27079.9106152857,27166.502096833,28531.1769058969,28863.6092394736,28350.0686185968
